ts_code,name,last_chg
399006.SZ,创业板指,7.64610752270094
002669.SZ,康达新材,7.202426080363922
399005.SZ,中小板指,6.402505526377311
399001.SZ,深证成指,4.28994231803721
000001.SH,上证综指,0.8331779855380805
600419.SH,天润乳业,-0.5633802816901401
